wos_id,doi,title,abstract,label,source_type,source_specific,isolate_concentrate_flour,modification_step,application_property,trap_type,reason
syn75,doi75,pH-Shifting Treatment Improves Solubility and Interfacial Properties of Chicken Egg Yolk Granule Protein,"Chicken egg yolk granule protein retains substantial emulsifying potential but shows limited solubility outside its native pH range. This study applied alkaline pH-shifting (pH 11 for 30 min, followed by neutralization) to egg yolk granule protein and evaluated resulting solubility and interfacial tension. Treated samples showed solubility increases from 26% to 69% at pH 7 and a 35% reduction in oil water interfacial tension. Differential scanning calorimetry indicated partial denaturation and refolding during processing. Zeta potential measurements confirmed altered surface charge distribution following treatment. The pH-shifting approach offers a practical route to expand chicken egg yolk granule protein applications in diverse food formulations.",irrelevant,poultry,chicken egg yolk,protein ,"alkaline pH?shifting (pH?11 for 30?min, followed by neutralization)","solubility, interfacial tension, thermal behavior (DSC), surface charge (zeta potential), expanded formulation functionality",poultry_source,
syn76,doi76,Antioxidant and Antimicrobial Activity of Pea Protein Isolate Films Incorporated with Clove Essential Oil for Chilled Chicken Preservation,"This study investigated the incorporation of clove essential oil into pea protein isolate films to develop active packaging for chilled poultry preservation. Films were prepared with varying essential oil concentrations (0.5 to 2.0%) and evaluated for antioxidant capacity, antibacterial activity against Listeria monocytogenes and Escherichia coli, and shelf-life extension of packaged chicken breast. Films containing 1.5% essential oil reduced total viable counts by 2.1 log CFU/g after 7 days of storage and extended shelf life by 4 days compared to controls. DPPH radical scavenging activity increased with essential oil loading, confirming the antioxidant contribution of the incorporated compounds. These results demonstrate the potential of pea protein isolate films as active antimicrobial packaging for perishable meat products.",irrelevant,plant,pea,protein ,none,"antioxidant capacity, antibacterial activity, shelf?life extension, emulsifying/antimicrobial performance",wrong_property_focus,
syn77,doi77,A Machine Learning Framework for Predicting Sensory Acceptability of Soy Protein-Based Meat Analogues from Formulation Variables,"Consumer acceptance of plant-based meat analogues depends on complex interactions among formulation and processing variables that are difficult to optimize through trial and error. This study developed a random forest machine learning model trained on 320 soy protein isolate-based formulations to predict sensory panel scores for texture, flavor, and overall liking from ingredient ratios and extrusion parameters. The model achieved a prediction accuracy of R2 equals 0.87 for overall liking scores on a held-out test set, outperforming multiple linear regression (R2 equals 0.61). Feature importance analysis identified moisture content and screw speed as the most influential variables. This screening tool offers manufacturers a data-driven approach for optimizing sensory quality in plant-based meat analogue development.",irrelevant,plant,soybean,isolate,"extrusion, machine learning","sensory texture/flavor/liking, feature importance (moisture, screw speed), data?driven optimization",wrong_property_focus,
syn78,doi78,Effect of Lentil Protein Isolate Addition on Heat-Induced Gelation of Beef Myofibrillar Protein Composite Gels,"Composite gels combining plant and animal proteins are of interest for reducing meat content while maintaining textural quality in processed meat products. Heat-induced composite gels were prepared with 25 mg/mL beef myofibrillar protein and lentil protein isolate (0, 5, 10, 15, and 20 g/kg) in 0.6 mol/L NaCl at pH 7.0. Gel strength decreased progressively with increasing lentil protein isolate addition, while water holding capacity of the composite gels improved by up to 18% at the 15 g/kg inclusion level. Rheological analysis and confocal microscopy indicated a shift toward a more heterogeneous, phase-separated gel network at higher lentil protein levels. These findings characterize the impact of plant protein incorporation on beef myofibrillar protein gel performance in meat product reformulation.",irrelevant,"plant, animal","beef, lentil",isolate,heat?induced composite gelation,"gel strength, water holding capacity, rheology, microstructure (phase separation), impact on reformulation",wrong_property_focus,
syn79,doi79,Glycosylation-Modified Chickpea Protein Isolate Conjugates for Enhanced Encapsulation and Controlled Release of Curcumin,"Curcumin bioavailability is limited by poor aqueous solubility and susceptibility to degradation, motivating the development of effective delivery systems. This study prepared chickpea protein isolate-dextran conjugates via controlled dry heating (60 degrees C, 79% relative humidity, 7 days) and evaluated their performance as curcumin encapsulation vehicles. Glycosylated conjugates achieved encapsulation efficiency of 84%, compared to 58% for unmodified protein, and demonstrated sustained curcumin release over 48 hours under simulated gastrointestinal conditions. Antioxidant activity of encapsulated curcumin was retained at 91% after 30 days of storage, compared to 62% for free curcumin. These results support glycosylated chickpea protein conjugates as effective delivery systems for bioactive compound stabilization.",irrelevant,plant,chickpea,isolate,glycosylation (dextran),"encapsulation efficiency, sustained release, antioxidant retention, bioactive stabilization",wrong_property_focus,
syn80,doi80,Antibacterial Packaging Films from Mung Bean Protein Isolate Incorporated with Cinnamon Bark Extract for Fresh Pork Preservation,Active packaging films combining plant proteins with natural antimicrobial compounds offer a sustainable strategy for extending fresh meat shelf life. This study developed mung bean protein isolate films incorporated with cinnamon bark extract (0.5 to 2.0%) and evaluated their antibacterial performance and preservation effect on fresh pork loin stored at 4 degrees C. Films containing 1.5% extract inhibited growth of Pseudomonas spp. by 2.4 log CFU/g after 6 days and extended pork shelf life by 3 days relative to unwrapped controls. Total volatile basic nitrogen content in packaged samples remained below acceptable limits for 2 additional days compared to controls. These results demonstrate mung bean protein isolate films as an effective active packaging material for fresh meat preservation.,irrelevant,plant,mungbean,isolate,none,"antibacterial activity, shelf?life extension, TVB?N suppression, fresh meat preservation",wrong_property_focus,
syn81,doi81,Deep Learning-Based Prediction of Textural Quality in Extruded Pea Protein Products Using Near-Infrared Spectral Data,"Rapid, non-destructive quality assessment tools are needed for high-throughput screening of extruded plant protein products. This study developed a convolutional neural network model trained on near-infrared spectral data from 450 extruded pea protein samples to predict textural hardness and chewiness measured by texture profile analysis. The model achieved a root mean square error of prediction of 0.34 N for hardness, outperforming partial least squares regression models (RMSEP equals 0.58 N). Spectral regions associated with protein secondary structure and moisture content contributed most strongly to prediction accuracy according to variable importance analysis. This deep learning approach offers a practical tool for rapid textural quality screening in plant protein extrusion processing.",irrelevant,plant,pea,protein,none,"predicted textural hardness/chewiness, RMSEP performance, spectral feature importance, rapid quality screening",wrong_property_focus,
syn82,doi82,Antioxidant Peptides Derived from Enzymatic Hydrolysis of Rice Bran Protein and Their Free Radical Scavenging Capacity,Rice bran protein hydrolysates contain bioactive peptides with potential health promoting properties beyond conventional food functionality. This study hydrolyzed rice bran protein isolate using Flavourzyme (1 to 4 hours) and evaluated the antioxidant capacity of resulting peptide fractions. The 2-hour hydrolysate fraction below 3 kDa exhibited the highest DPPH radical scavenging activity (IC50 equals 0.42 mg/mL) and ferric reducing antioxidant power among tested fractions. Amino acid sequencing identified several peptides rich in hydrophobic and aromatic residues associated with antioxidant activity. These findings support rice bran protein hydrolysate as a source of bioactive antioxidant peptides for functional food and nutraceutical applications.,irrelevant,plant,rice bran ,isolate,enzymatic hydrolysis with Flavourzym,"antioxidant capacity (DPPH IC??, FRAP), peptide profile (hydrophobic/aromatic residues), bioactive functionality",wrong_property_focus,
syn83,doi83,Effect of Quinoa Protein Isolate Fortification on Sensory Attributes and Consumer Acceptability of Gluten-Free Bread,"Quinoa protein isolate has been proposed as a nutritional fortificant for gluten-free bakery products, though its impact on consumer sensory perception requires evaluation. This study incorporated quinoa protein isolate (0 to 12% flour replacement) into gluten-free bread formulations and conducted descriptive sensory analysis and consumer acceptability testing with 85 panelists. Bread fortified at 8% replacement received the highest overall liking scores, while replacement above 10% was associated with increased bitterness and reduced crumb softness ratings. Protein content of the fortified bread increased from 3.2% to 7.6% on a dry weight basis. These results indicate that moderate quinoa protein isolate fortification can improve nutritional value without compromising consumer acceptability of gluten-free bread.",irrelevant,plant,quinoa,isolate,none,"sensory acceptability, bitterness, crumb softness, protein enrichment, optimal fortification level",wrong_property_focus,
syn84,doi84,Glycation of Hemp Seed Protein Isolate with Chitosan Enhances Antibacterial Performance of Composite Coatings for Fresh-Cut Fruit,"Edible coatings combining plant proteins and antimicrobial polysaccharides are of interest for extending the shelf life of fresh-cut produce. This study prepared hemp seed protein isolate-chitosan conjugates via Maillard-type glycation and evaluated their performance as antibacterial coatings on fresh-cut apple slices. Glycated coatings reduced total aerobic microbial counts by 1.8 log CFU/g after 8 days of storage at 4 degrees C, compared to 0.6 log CFU/g reduction for unmodified protein coatings. Browning index of coated apple slices was reduced by 34% relative to uncoated controls over the storage period. These findings support glycated hemp seed protein-chitosan conjugates as effective antibacterial coatings for fresh-cut fruit preservation.",irrelevant,plant,hemp seed,isolate,Maillard?type glycation,"antibacterial activity, microbial reduction, browning suppression, fresh?cut fruit preservation",wrong_property_focus,
syn85,doi85,In Vitro Bioaccessibility and Antioxidant Capacity of Polyphenol-Sunflower Protein Isolate Complexes Under Simulated Digestion,"Protein-polyphenol interactions can influence the bioaccessibility and functional stability of bioactive compounds during digestion. This study formed complexes between sunflower protein isolate and chlorogenic acid at varying molar ratios and evaluated antioxidant capacity and bioaccessibility using a simulated gastrointestinal digestion model. Complexes formed at a 1:4 protein to polyphenol molar ratio retained 78% of initial antioxidant activity after simulated intestinal digestion, compared to 41% for free chlorogenic acid. Fluorescence quenching analysis confirmed non-covalent binding between sunflower protein and chlorogenic acid. These results demonstrate that protein-polyphenol complexation can enhance the digestive stability and antioxidant bioaccessibility of chlorogenic acid in food systems.",irrelevant,plant,sunflower,isolate,protein–polyphenol complexation with chlorogenic acid,"antioxidant retention during digestion, bioaccessibility, non?covalent binding, digestive stability",wrong_property_focus,
syn86,doi86,Artificial Neural Network Modeling of Fermentation Parameters for Optimized Bioactive Peptide Yield from Oat Protein Concentrate,"Optimization of fermentation conditions for bioactive peptide production from plant protein concentrates typically requires extensive experimental screening. This study developed an artificial neural network model to predict antihypertensive peptide yield from oat protein concentrate fermented with Lactobacillus casei under varying temperature, pH, and fermentation time conditions. The trained network achieved a prediction R2 of 0.91 for angiotensin converting enzyme inhibitory activity, outperforming response surface methodology models (R2 equals 0.79). Optimal predicted conditions of 37 degrees C, pH 6.2, and 36 hours produced peptide fractions with IC50 values of 0.28 mg/mL against angiotensin converting enzyme. This modeling approach provides an efficient tool for optimizing bioactive peptide production from oat protein fermentation.",irrelevant,plant,oat,isolate,none,"ACE?inhibitory peptide yield, optimal fermentation conditions, IC?? performance, efficient bioactive peptide optimization",wrong_property_focus,
syn87,doi87,Shelf-Life Extension of Fresh Beef Patties Using Antioxidant Packaging Films Based on Faba Bean Protein Isolate and Rosemary Extract,"Lipid oxidation and microbial spoilage are primary factors limiting the shelf life of fresh ground meat products. This study developed faba bean protein isolate films incorporated with rosemary extract (0.5 to 2.0%) and evaluated their effectiveness in extending the shelf life of fresh beef patties stored at 4 degrees C. Films containing 1.5% rosemary extract reduced thiobarbituric acid reactive substances by 47% after 8 days of storage and delayed microbial spoilage by 3 days compared to unwrapped controls. Color stability of packaged beef patties, measured by CIE a* values, was significantly better preserved with active film packaging. These results support faba bean protein isolate films as an effective antioxidant packaging material for fresh meat shelf-life extension.",irrelevant,plant,faba ,isolate,none,"lipid oxidation reduction (TBARS), microbial spoilage delay, color stability, fresh meat shelf?life extension",wrong_property_focus,
syn88,doi88,Prediction of Protein Structural Characteristics and Functional Performance of Legume Protein Isolates Using Support Vector Regression,"The food industry increasingly seeks rapid screening tools to predict the functional performance of protein ingredients from measurable structural characteristics without extensive empirical testing. This study developed a support vector regression model trained on structural data (surface hydrophobicity, free sulfhydryl content, secondary structure composition) from 12 legume protein isolates to predict solubility, foaming, and emulsifying performance. The model achieved prediction accuracy of R2 equals 0.83 for solubility across an independent validation set of five additional legume sources. Surface hydrophobicity and beta-sheet content were identified as the most influential predictors across all three functional properties. This modeling framework offers a practical screening tool for predicting legume protein ingredient functional quality from structural measurements.",irrelevant,plant,legume,protein,none,"predicted solubility, foaming, emulsifying performance; structural feature importance (hydrophobicity, ??sheet); rapid functional screening",wrong_property_focus,
syn89,doi89,Antifungal Activity of Zein Protein Nanoparticle Coatings Loaded with Thyme Essential Oil for Fresh Strawberry Preservation,"Postharvest fungal decay is a major cause of quality loss in fresh strawberries during storage and distribution. This study prepared zein protein nanoparticles loaded with thyme essential oil (5 to 20% w/w) and evaluated their antifungal performance as edible coatings on fresh strawberries. Coatings containing 15% essential oil reduced Botrytis cinerea infection incidence by 58% after 7 days of storage at 4 degrees C, compared to uncoated controls. Weight loss of coated strawberries was reduced by 32% over the storage period, attributed to the barrier properties of the nanoparticle coating. These findings demonstrate that zein nanoparticle coatings loaded with thyme essential oil are effective for extending the postharvest quality of fresh strawberries.",irrelevant,plant,corn,protein,none,"antifungal activity (Botrytis), reduced infection incidence, reduced weight loss, postharvest quality extension",wrong_property_focus,
syn90,doi90,Extraction Conditions Affect Rheological and Gelling Properties of Okra Pod Mucilage,"Okra pod mucilage is a polysaccharide-rich plant exudate valued for its unique thickening and gelling behavior in food systems. This study evaluated the effect of extraction temperature (40 to 80 degrees C) on the yield and rheological properties of mucilage extracted from okra pods. Extraction at 60 degrees C produced the highest yield (14.2%) and mucilage with apparent viscosity of 620 mPa.s at 10 s-1 shear rate, exhibiting pronounced pseudoplastic flow behavior. Gel formation was observed at polysaccharide concentrations above 3%, with storage modulus exceeding loss modulus across the tested frequency range. These findings indicate extraction temperature is a critical parameter for optimizing the functional gelling properties of okra pod mucilage for food applications.",irrelevant,plant,okra ,polysaccharide,extraction at varying temperatures,"viscosity, pseudoplastic flow, gel formation (G?>G?), functional gelling optimization",non_protein_material,
syn91,doi91,Structural Characterization and Solubility of Chia Seed Gum Extracted Under Varying pH Conditions,"Chia seed gum, a hydrocolloid polysaccharide obtained from the seed coat, has drawn interest as a natural functional ingredient for food thickening and emulsion stabilization. This study extracted chia seed gum at pH 6 to 10 and evaluated resulting yield, solubility, and monosaccharide composition. Extraction at pH 9 produced the highest gum yield (6.8%) and solubility of 92% in cold water, compared to 68% for gum extracted at pH 6. Sugar composition analysis by HPLC revealed xylose, glucose, and glucuronic acid as the dominant monosaccharides. These results demonstrate that extraction pH significantly influences the functional solubility characteristics of chia seed gum for food formulation.",irrelevant,plant,chia seed ,polysaccharide,pH ,"solubility, monosaccharide profile (xylose, glucose, glucuronic acid), functional solubility optimization",non_protein_material,
syn92,doi92,Fermentation Optimization and Toxicological Evaluation of Bitter Melon Seed Extract for Functional Food Applications,"Bitter melon seeds contain bioactive compounds with potential functional food applications, though native extracts present processing and safety challenges. This study optimized fermentation conditions using response surface methodology, including inoculation rate, fermentation time, and temperature, to reduce antinutritional compounds in bitter melon seed extract. Optimized fermentation conditions reduced saponin content by 58% and improved extract solubility from 34% to 71%. Acute toxicity evaluation in a mouse model showed no significant adverse effects at extract doses up to 2000 mg/kg body weight. These findings support fermentation as an effective strategy for improving both the functional and safety profile of bitter melon seed extract.",irrelevant,plant,bitter melon,protein,fermentation,"saponin reduction, solubility improvement, acute toxicity safety, functional profile enhancement",non_protein_material,
syn93,doi93,Rheological and Gel Forming Properties of Pectic Polysaccharide Fraction from Beet Root Pulp,"Beet root processing generates substantial pulp byproduct containing pectic polysaccharides with potential functional applications in food systems. An acid-extracted polysaccharide fraction was isolated from alcohol-insoluble solids of beet root pulp and characterized for sugar composition and rheological behavior. Galacturonic acid and arabinose were identified as the dominant sugars, with a degree of methyl esterification of 42%. The polysaccharide fraction formed calcium-induced gels with storage modulus increasing proportionally with calcium concentration up to 40 mM. Apparent viscosity measurements confirmed shear thinning flow behavior typical of pectic hydrocolloids. These results characterize beet root pulp pectin as a functional gelling ingredient for food applications.",irrelevant,plant,beet root,polysaccharide,acid extraction,"sugar composition (GalA, arabinose), methyl esterification, calcium?induced gelation, shear?thinning rheology, functional gelling behavior",non_protein_material,
syn94,doi94,Effect of Enzymatic Modification on Viscosity and Water Holding Capacity of Flaxseed Gum,"Flaxseed gum, a polysaccharide extracted from flaxseed hulls, is widely applied as a natural thickening and stabilizing agent in food systems. This study used controlled xylanase treatment (0.1 to 1.0% enzyme concentration) to modify flaxseed gum and evaluated resulting viscosity and water holding capacity. Enzymatic treatment at 0.5% enzyme reduced apparent viscosity by 34% while increasing water holding capacity from 8.2 to 12.6 g/g. Molecular weight distribution analysis by gel permeation chromatography confirmed partial polysaccharide chain scission following enzymatic treatment. These findings demonstrate that enzymatic modification can be used to tailor the functional rheological properties of flaxseed gum for specific food applications.",irrelevant,plant,flaxeed gum,polysaccharide,xylanase treatment,"viscosity reduction, increased water?holding capacity, molecular weight reduction, tailored rheology for food applications",non_protein_material,
syn95,doi95,Ultrasound-Assisted Extraction Improves Yield and Gelling Properties of Aloe Vera Leaf Polysaccharide,"Aloe vera leaf gel contains functional polysaccharides valued for their gelling and water binding properties in food and nutraceutical applications. This study applied high intensity ultrasound (20 kHz, 100 to 400 W) during aqueous extraction of aloe vera polysaccharide and evaluated resulting yield and gel forming behavior. Ultrasound-assisted extraction increased polysaccharide yield from 3.1% to 6.4% and improved gel storage modulus by 38% compared to conventional extraction. Monosaccharide composition analysis confirmed mannose as the predominant sugar unit, consistent with an acemannan-rich polysaccharide structure. These results suggest ultrasound-assisted extraction is an effective method for improving the functional gelling properties of aloe vera leaf polysaccharide.",irrelevant,plant,aloe vera,polysaccharide,ultrasound?assisted extraction, gel strength,non_protein_material,
syn96,doi96,Physicochemical and Rheological Properties of Resistant Starch Extracted from Green Banana Pulp Under Varying Debranching Conditions,Resistant starch derived from green banana pulp is of interest as a functional food ingredient with both nutritional and textural benefits. This study evaluated the effect of pullulanase debranching time (1 to 6 hours) on the physicochemical and rheological properties of green banana resistant starch. Debranching for 3 hours produced starch with the highest resistant starch content (58%) and apparent viscosity of 480 mPa.s at 10 s-1 shear rate. X-ray diffraction confirmed increased crystallinity consistent with retrogradation following debranching treatment. These findings indicate that debranching time is a key processing parameter for optimizing the functional properties of green banana resistant starch for food applications.,irrelevant,plant,green banana,polysaccharide,pullulanase debranching,"resistant starch content, viscosity, crystallinity (XRD), retrogradation",non_protein_material,
syn97,doi97,Extraction and Characterization of Water-Soluble Polysaccharide from Jackfruit Seed with Emulsion Stabilizing Potential,"Jackfruit seeds, an underutilized fruit processing byproduct, contain water-soluble polysaccharides with potential functional applications as emulsion stabilizers. This study extracted polysaccharide from jackfruit seed using hot water extraction (70 to 90 degrees C) and evaluated resulting yield and emulsion stabilizing capacity. Extraction at 80 degrees C produced the highest yield (11.4%) and polysaccharide solutions capable of stabilizing oil-in-water emulsions for over 30 days at 4 degrees C without visible phase separation. Fourier transform infrared spectroscopy confirmed characteristic polysaccharide functional groups including hydroxyl and carboxyl bands. These results support jackfruit seed polysaccharide as a promising natural emulsion stabilizing ingredient for food applications.",irrelevant,plant,jackfruit,polysaccharide,hot water extraction,"emulsion stability, FTIR functional groups, natural emulsion stabilizer potential",non_protein_material,
syn98,doi98,Effect of Drying Method on Solubility and Viscosity of Cactus Pear (Opuntia ficus-indica) Cladode Mucilage,"Cactus pear cladode mucilage is a plant-derived hydrocolloid with recognized thickening and water binding functionality. This study compared freeze drying, spray drying, and oven drying methods on cactus cladode mucilage and evaluated resulting solubility and viscosity characteristics. Freeze dried mucilage exhibited the highest cold water solubility (88%) and apparent viscosity of 540 mPa.s at 10 s-1 shear rate, compared to 61% solubility for oven dried samples. Scanning electron microscopy revealed a more porous microstructure in freeze dried mucilage, consistent with improved rehydration behavior. These findings demonstrate that drying method substantially influences the functional properties of cactus pear cladode mucilage for food use.",irrelevant,plant,cactus pear,polysaccharide,drying ,"solubility, viscosity, microstructure (porosity), rehydration behavior, functional thickening properties",non_protein_material,
syn99,doi99,Structural and Gel Forming Properties of Konjac Glucomannan Modified by Alkaline Deacetylation,Konjac glucomannan is a widely used plant polysaccharide valued for its distinctive thermally irreversible gelling behavior in food systems. This study applied controlled alkaline treatment (0.1 to 0.5 M NaOH) to deacetylate konjac glucomannan and evaluated resulting gel strength and water holding capacity. Deacetylation at 0.3 M NaOH produced gels with 46% higher breaking force and improved water holding capacity from 74% to 91% compared to native glucomannan. Fourier transform infrared spectroscopy confirmed reduced acetyl group content following alkaline treatment. These results indicate that controlled deacetylation is an effective strategy for enhancing the functional gelling properties of konjac glucomannan for food applications.,irrelevant,plant,Konjac glucomannan,polysaccharide,alkaline deacetylation,"gel strength, water?holding capacity, FTIR, gelling",non_protein_material,
syn100,doi100,Optimization of Ultrasonic Extraction of Pectin from Passion Fruit Peel and Evaluation of Its Emulsifying Properties,"Passion fruit peel, a fruit juice processing byproduct, is a promising source of pectin with potential functional food applications. This study optimized ultrasonic extraction parameters, including power, time, and pH, using response surface methodology to maximize pectin yield from passion fruit peel. Optimized conditions achieved a pectin yield of 24.6%, and the resulting pectin exhibited emulsifying activity index of 18.9 m2/g against soybean oil with emulsion stability of 76% after 24 hours. Degree of esterification, determined by titration, was 58%, classifying the pectin as high methoxyl. These findings support ultrasonic extraction as an efficient method for recovering functional pectin from passion fruit peel byproduct.",irrelevant,plant,passion fruit preel,polysaccharide,ultrasonic extraction optimized via RSM,"emulsifying activity index, emulsion stability, degree of esterification ",non_protein_material,
syn101,doi101,Effect of Extraction Solvent on Yield and Rheological Behavior of Fenugreek Seed Galactomannan Gum,"Fenugreek seed galactomannan is a functional polysaccharide gum widely applied for its thickening properties in food systems. This study compared water, ethanol, and aqueous ethanol extraction solvents for isolating galactomannan from fenugreek seeds and evaluated resulting yield and rheological properties. Aqueous extraction produced the highest yield (28.3%) and apparent viscosity of 780 mPa.s at 10 s-1 shear rate, exhibiting pronounced shear thinning behavior. Galactose to mannose ratio, determined by HPLC, was 1:1.2, consistent with typical fenugreek galactomannan structure. These results demonstrate that extraction solvent selection is critical for optimizing the functional rheological properties of fenugreek seed galactomannan gum.",irrelevant,plant,fenugreek seed,polysaccharide,"solvent comparison (water, ethanol, aqueous ethanol)","viscosity, shear?thinning behavior, galactose:mannose ratio, optimized rheology",non_protein_material,
syn102,doi102,Modification of Citrus Peel Cellulose Nanofibers and Their Effect on Emulsion Stabilizing Capacity,"Citrus peel byproduct is a renewable source of cellulose that can be converted into functional nanomaterials for food applications. This study prepared cellulose nanofibers from citrus peel using TEMPO-mediated oxidation and evaluated their performance as Pickering emulsion stabilizers. Oxidized cellulose nanofibers stabilized oil-in-water emulsions for over 45 days without visible coalescence, compared to 12 days for unmodified cellulose fibers. Zeta potential measurements confirmed increased surface charge density following TEMPO oxidation, consistent with improved colloidal stability. These results support TEMPO-oxidized citrus peel cellulose nanofibers as an effective functional ingredient for Pickering emulsion stabilization in food systems.",irrelevant,plant,citrus peel,polysaccharide,TEMPO?mediated oxidation,"Pickering emulsion stabilization, surface charge (zeta potential), colloidal stability",non_protein_material,
syn103,doi103,Physicochemical Properties of Modified Cassava Starch Prepared by Dual Acid-Enzyme Treatment for Improved Gel Clarity,"Cassava starch is a major functional food ingredient, though native starch gels often exhibit limited clarity and stability under processing conditions. This study applied sequential acid hydrolysis (0.1 M HCl) followed by pullulanase treatment to modify cassava starch and evaluated resulting gel clarity and viscosity. Dual treated starch produced gels with 52% higher transmittance at 650 nm and reduced retrogradation rate compared to native starch over 7 days of storage. X-ray diffraction confirmed reduced crystallinity following the combined modification treatment. These findings indicate that dual acid-enzyme modification is an effective strategy for improving the functional gel clarity of cassava starch for food applications.",irrelevant,plant,cassava starch,polysaccharide,sequential acid hydrolysis (0.1?M HCl) + pullulanase treatment,"gel clarity (transmittance), retrogradation, crystallinity (XRD), functional gel stability",non_protein_material,
syn104,doi104,Extraction Yield and Foaming Capacity of Saponin-Rich Extract from Quillaja Bark for Natural Foaming Agent Applications,Quillaja bark extract is a natural saponin-rich material used as a plant-derived foaming and emulsifying agent in food and beverage applications. This study evaluated hot water extraction temperature (50 to 90 degrees C) on saponin yield and resulting foaming capacity of Quillaja bark extract. Extraction at 80 degrees C produced the highest saponin yield (9.8%) and foaming capacity of 340% with foam half-life exceeding 45 minutes. High performance liquid chromatography confirmed triterpenoid saponin content as the primary contributor to surface activity. These results demonstrate Quillaja bark extract as an effective natural foaming agent with functional properties suitable for beverage and confectionery applications.,irrelevant,plant,Quillaja bark,polysaccharide,hot water extraction,"foaming capacity, foam stability, triterpenoid saponin surface activity",non_protein_material,
syn105,doi105,Effect of Ultrasound-Assisted Extraction on Solubility and Foaming Properties of Lentinula edodes (Shiitake) Protein Isolate,"Shiitake mushroom protein isolate has drawn interest as an edible fungal ingredient with potential functional applications, though extraction method significantly influences its performance. This study applied high intensity ultrasound (20 kHz, 100 to 400 W) during alkaline extraction of Lentinula edodes protein and evaluated resulting solubility and foaming capacity. Ultrasound-assisted extraction increased protein solubility from 28% to 61% at pH 7 and improved foaming capacity from 15% to 46%. Particle size analysis confirmed enhanced cell wall disruption under ultrasound treatment. These results suggest ultrasound-assisted extraction is an effective method for improving the functional properties of shiitake mushroom protein isolate.",irrelevant,fungal,shiitake mushroom ,isolate,ultrasound?assisted alkaline extraction,"solubility,  foaming capacity, particle size (cell wall disruption)",fungal_source,
syn106,doi106,pH-Dependent Structural Changes and Gelation Behavior of Flammulina velutipes Protein Isolate,"Flammulina velutipes, a widely cultivated edible mushroom, contains protein with potential functional applications, though extraction pH effects on gelation remain poorly characterized. This study extracted protein from Flammulina velutipes using alkaline extraction at pH 9 to 12 followed by acid precipitation, and evaluated resulting solubility and gel forming behavior. Extraction at pH 11 produced isolate with the highest solubility (66%) and gel storage modulus, compared to lower functionality at pH 9. Circular dichroism confirmed structural reorganization consistent with partial unfolding during acid precipitation. These findings indicate extraction pH is a critical parameter for optimizing the functional gelation properties of Flammulina velutipes protein isolate.",irrelevant,fungal,Flammulina velutipes,isolate,alkaline extraction,"solubility, gel storage modulus, structural, functional gelation behavior",fungal_source,
syn107,doi107,Effects of Repeated Freeze-Thaw Cycles on Structural and Functional Properties of Pleurotus ostreatus Protein Concentrate,"Oyster mushroom protein concentrate is an emerging edible fungal ingredient, though its stability under freeze storage conditions is not well understood. This study subjected Pleurotus ostreatus protein concentrate to 1 to 5 freeze-thaw cycles (minus 20 to 25 degrees C) and evaluated resulting structural and functional changes. Solubility decreased progressively from 74% to 39% after five cycles, while surface hydrophobicity increased significantly as confirmed by fluorescence probe analysis. SDS-PAGE revealed increased protein aggregation with repeated freeze-thaw treatment. These results demonstrate that freeze-thaw cycling substantially degrades the functional solubility of Pleurotus ostreatus protein concentrate.",irrelevant,fungal,oyster mushroom,isolate,freeze–thaw cycling,"solubility, surface hydrophobicity, protein aggregation, functional stability under freeze storage",fungal_source,
syn108,doi108,Enzymatic Hydrolysis Enhances Emulsifying Activity of Agaricus bisporus (Button Mushroom) Protein Isolate,"Button mushroom protein isolate has potential as a functional food ingredient, though its native emulsifying performance remains limited. This study used Alcalase hydrolysis (0.5 to 2.5% enzyme to substrate ratio) to modify Agaricus bisporus protein isolate and evaluated resulting emulsifying activity and stability. Mild hydrolysis (1%) increased emulsifying activity index from 11.6 to 24.3 m2/g and improved emulsion stability by 29% after 24 hours. Degree of hydrolysis was confirmed by trinitrobenzenesulfonic acid assay and SDS-PAGE peptide profiling. These results suggest controlled enzymatic hydrolysis is an effective strategy for improving the functional properties of button mushroom protein isolate.",irrelevant,fungal,button mushroom,concentrate,Alcalase hydrolysis,"emulsifying activity, emulsion stability, peptide profile (SDS?PAGE), degree of hydrolysis (TNBS), functional emulsification behavior",fungal_source,
syn109,doi109,Definitive Screening Design Optimization of Protein Extraction and Functional Properties of Ganoderma lucidum,"Ganoderma lucidum is a medicinal mushroom species increasingly explored as a source of functional fungal protein, though extraction yields using conventional alkaline methods remain low. This study applied a definitive screening design to optimize extraction temperature, pH, and time for Ganoderma lucidum protein and evaluated resulting yield and functional properties. Optimized conditions (55 degrees C, pH 10.5, 90 min) achieved a protein yield of 42%, along with solubility of 58% and water holding capacity of 4.6 g/g. Response surface analysis identified extraction pH as the most influential factor affecting yield. These findings provide an optimized extraction protocol for improving the functional performance of Ganoderma lucidum protein.",irrelevant,fungal,Ganoderma lucidum,protein,alkaline extraction,"solubility, water?holding capacity, functional performance in food systems",fungal_source,
